Start,Stop
1661490,1661543
1664574,1664624
1664682,1664759
1665187,1665405
1666170,1666238
1667446,1667583
1672287,1672394
1672639,1672752
1673205,1673276
1673640,1673723
1675256,1675339
1675562,1675633
1677391,1680009
1680132,1680560
1680644,1681564
1681697,1681837
1682029,1682628
1683019,1683207
1684709,1684819
1685429,1685890
1686097,1686189
1686338,1686520
1686737,1686820
1688099,1688158
1688455,1688532
1688873,1688956
1689121,1689213
1690750,1690839
1691189,1691272
1692357,1692419
1692690,1692824
1694570,1694620
1694750,1695028
1695508,1695606
1696265,1696888
1698538,1698672
1702180,1702242
1702430,1702504
1702896,1702982
1708146,1708205
1708312,1708518
1710141,1710398
1711635,1711700
1711823,1711891
1712086,1712637
1712692,1712748
1712935,1712985
1713030,1713209
1714249,1714437
1714833,1714907
1714959,1715126
1716267,1716338
1716849,1717160
1717774,1717884
1717954,1718019
1718118,1718213
1718739,1718810
1720606,1720740
1720871,1720966
1721208,1721345
1722038,1722088
1724186,1724302
1724383,1724511
1724603,1725565
1726008,1726250
1728140,1728193
1730289,1730366
1730693,1730752
1731665,1731721
1731775,1731903
1731955,1732893
1734422,1734526
1735502,1735681
1735914,1736030
1737818,1737961
1738416,1738466
1739050,1739130
1740950,1741048
1741567,1741728
1741777,1741857
1742067,1742138
1742338,1742391
1742438,1742488
1743213,1743266
1744676,1744735
1744895,1744978
1745051,1745143
1745553,1745690
1746275,1746514
1746932,1747177
1747473,1747562
1748629,1748688
1749163,1749213
1749870,1749929
1749980,1751176
1751283,1752371
1752636,1752689
1754298,1754363
1754425,1754526
1755122,1756123
1756282,1756374
1756494,1756664
1757474,1757566
1757762,1758673
1759091,1759201
1759291,1759341
1759719,1759775
1760250,1760303
1761074,1761133
1761950,1762042
1762176,1763165
1763533,1763592
1763926,1764843
1766124,1766177
1766539,1766619
1766924,1766983
1767104,1767214
1767846,1768490
1769479,1769700
1770223,1770369
1770851,1770913
1771757,1771894
1772028,1772093
1772175,1773410
1773505,1774773
1775444,1775983
1776608,1776820
1776987,1777082
1779806,1779886
1781680,1782168
1783064,1783243
1783745,1783846
1784027,1784140
1784310,1784387
1787815,1787976
1788242,1788334
1788519,1788575
1789103,1789288
1792618,1792743
1795681,1796925
1797360,1797422
1797490,1797576
1797698,1797880
1797965,1798024
1798168,1798248
1798443,1798727
1800204,1800356
1800898,1800954
1801866,1801988
1802080,1802214
1803897,1803986
1804543,1804593
1805041,1805928
1807510,1807617
1809811,1809900
1811828,1811962
1812481,1812600
1813206,1813265
1813671,1813817
1815520,1815639
1815775,1815831
1816200,1816319
1817686,1817922
1818287,1818388
1818732,1818785
1818950,1819213
1820129,1820308
1820621,1820698
1820898,1820957
1821285,1821341
1822159,1822215
1822641,1822802
1823466,1823531
1823768,1823845
1825389,1825460
1825988,1826044
1827240,1827308
1828108,1828239
1828959,1829042
1829667,1829852
1830209,1830277
1833071,1834480
1835044,1835109
1835781,1835927
1836745,1836840
1837389,1837481
1839948,1840055
1840162,1840284
1842823,1842882
1845027,1845089
1846542,1846616
1848227,1848373
1849134,1849187
1850597,1850656
1850816,1850899
1850972,1851064
1851474,1851611
1852196,1852435
1852853,1853098
1853394,1853483
1854730,1855521
1855568,1855933
1856390,1856716
1857356,1857538
1857837,1857926
1858066,1858611
1859230,1859295
1859861,1859926
1859991,1860068
1862005,1862058
1862402,1862893
1863191,1863265
1863708,1864217
1864293,1864343
1866120,1866194
1866610,1866687
1867117,1867323
1869683,1869925
1870115,1871758
1873005,1873139
1873884,1873973
1874020,1874529
1874813,1874890
1875076,1875132
1876898,1877017
1877436,1877504
1878286,1878396
1879657,1879824
1879878,1880120
1880734,1880787
1880941,1881036
1881562,1881663
1882318,1882398
1883208,1883318
1884318,1884545
1884957,1885067
1885294,1885488
1886806,1886985
1887086,1887280
1887443,1887550
1888148,1888270
1890951,1891139
1891913,1892128
1892590,1892712
1892962,1893015
1893262,1893387
1893605,1893820
1895069,1895179
1895802,1895873
1897953,1898153
1898374,1898499
1898825,1898881
1899803,1899937
1900158,1900217
1901105,1901194
1901569,1901667
1902001,1902051
1902283,1902414
1902740,1902859
1903736,1903867
1903913,1904113
1904221,1905864
1905952,1906551
1907594,1907764
1908569,1908679
1909001,1909213
1911494,1911682
1913304,1913429
1913728,1913889
1914346,1914417
1916143,1916448
1916569,1916619
1916917,1917072
1918363,1918593
1918672,1919505
1919639,1919701
1919897,1919959
1920523,1920624
1922418,1923809
1923910,1924113
1926642,1926719
1929113,1929172
1930454,1930513
1931648,1931743
1938290,1938415
1939168,1939980
1940197,1942638
1943213,1943341
1945486,1945536
1945826,1945894
1946538,1946657
1948273,1948353
1949912,1950163
1951334,1951408
1951756,1951836
1953029,1953103
1953507,1953713
1953836,1954237
1954738,1954800
1954863,1954994
1955624,1955686
1956005,1956109
1956220,1956426
1956698,1956766
1957812,1957871
1958200,1958376
1958515,1958589
1958808,1958870
1959619,1959762
1960732,1960797
1962731,1962832
1963424,1963507
1963738,1963806
1963852,1964457
1964783,1966972
1967261,1967404
1968450,1968644
1969834,1969899
1971334,1971546
1972693,1972836
1973350,1973490
1974482,1974538
1976583,1976639
1977369,1977533
1977638,1977964
1978163,1978264
1979071,1979130
1981774,1982640
1982789,1982863
1983001,1983051
1984041,1985192
1985491,1986345
1987962,1988048
1988159,1989802
1990408,1990812
1990976,1991032
1991222,1991296
1991356,1993326
1994124,1994201
1994864,1994926
1998517,1998693
1999378,1999557
2000940,2001035
2004238,2004366
2007108,2007275
2007731,2007805
2011259,2011321
2016441,2016491
2018621,2018677
2019768,2019893
2020388,2020549
2021104,2021220
2021291,2021434
2022217,2022279
2023492,2023563
2025097,2025198
2025627,2025773
2026243,2026395
2027148,2027240
2028026,2028094
2029764,2029814
2032557,2032634
2034678,2035517
2035619,2035720
2035865,2035969
2036212,2036505
2038526,2038696
2039099,2039155
2039343,2039510
2039556,2039669
2040274,2040933
2041158,2041214
2041517,2042110
2042402,2042491
2042698,2042787
2043272,2043346
2044030,2044107
2044307,2044402
2046148,2046261
2046886,2047032
2047715,2047846
2048145,2048219
2048340,2048402
2048983,2049036
2049557,2049679
2050515,2050598
2050639,2052114
2052233,2052664
2053121,2053270
2053373,2053471
2054191,2054250
2054915,2054986
2055285,2056187
2056274,2057926
2058495,2059511
2059669,2061207
2061350,2062261
2062677,2063651
2064229,2065506
2065680,2066417
2067456,2067527
2067964,2068041
2068107,2068217
2070473,2070607
2070863,2071120
2072031,2072204
2072466,2072537
2072980,2073039
2073652,2073903
2074601,2075005
2077454,2077582
2078581,2078685
2078930,2078983
2079132,2079398
2079450,2079650
2082910,2083032
2084110,2084193
2085039,2085098
2085600,2085659
2085702,2085812
2086171,2086236
2087340,2087627
2089090,2089167
2089623,2089796
2091747,2091866
2092130,2094808
2096668,2096727
2097821,2097886
2098914,2098976
2099232,2099342
2099395,2099451
2099762,2099836
2100659,2100745
2101885,2101953
2102590,2104062
2104158,2104904
2105059,2105115
2105237,2106001
2106585,2106656
2107067,2107147
2107523,2107651
2108116,2108169
2108829,2108891
2109482,2109631
2110491,2110619
2111281,2111388
2113536,2113646
2113856,2113912
2114670,2114759
2115906,2116037
2116417,2116515
2117259,2117327
2118700,2118771
2119283,2119411
2120007,2120093
2120250,2120366
2121583,2121669
2122828,2122887
2123377,2123502
2123545,2123646
2124257,2124334
2124951,2125028
2125329,2125379
2125659,2125775
2126663,2126851
2127057,2127107
2127291,2127422
2128047,2128298
2128478,2128876
2130551,2130652
2131158,2132330
2132406,2134652
2134844,2134981
2135116,2135190
2136483,2136869
2137596,2137673
2139228,2139314
2140036,2140143
2140364,2140963
2141062,2141814
2142001,2142063
2143435,2143500
2143832,2143924
2144088,2144228
2144323,2144373
2144505,2144612
2144850,2145065
2145121,2145513
2145615,2145719
2146593,2146676
2147126,2147194
2147496,2147549
2149170,2149355
2149986,2150120
2150192,2150554
2151741,2153696
2154132,2154206
2156081,2156230
2158518,2158598
2162244,2162294
2162503,2162574
2162893,2162961
2164915,2164968
2166112,2166213
2166510,2166578
2167619,2167702
2168630,2168728
2169462,2170526
2170579,2170647
2170802,2170852
2170902,2171900
2172689,2173591
2173741,2173854
2174695,2174748
2174982,2175035
2177360,2177470
2178231,2178284
2178508,2178585
2178930,2179016
2179717,2179845
2181084,2181149
2181225,2181287
2181329,2182216
2182347,2182784
2183934,2184101
2184259,2184405
2185292,2186338
2186379,2186831
2187651,2188424
2188946,2189563
2189752,2190402
2191725,2191793
2192379,2192609
2192693,2193448
2193645,2194412
2194828,2196339
2196434,2196532
2197258,2197728
2198689,2198763
2198807,2198860
2199319,2199411
2199596,2199700
2199761,2199826
2199972,2200190
2200416,2200466
2201615,2201665
2201981,2202046
2205173,2205259
2205779,2205847
2206439,2206534
2207065,2207397
2207882,2207941
2208082,2208213
2209875,2210021
2210609,2211244
2212194,2212313
2213449,2213571
2214993,2215073
2215912,2216022
2217216,2217953
2218729,2218887
2219027,2219167
2222652,2222750
2223043,2223204
2223891,2224226
2225565,2225627
2227046,2227339
2227403,2229154
2229810,2229923
2230830,2231021
2231779,2231841
2232081,2233094
2233150,2233791
2233867,2233953
2234336,2234533
2234953,2235066
2235544,2235744
2239672,2240013
2240339,2240392
2240715,2240786
2241171,2241251
2242525,2242611
2242736,2242834
2242978,2243034
2246777,2246956
2247040,2247111
2247444,2247497
2250431,2250820
2251229,2251291
2252622,2252762
2252932,2253114
2253452,2253535
2254536,2254847
2255887,2255979
2256994,2257119
2258132,2258209
2258680,2258814
2259210,2259260
2259565,2259627
2259826,2260041
2260529,2260699
2261326,2261412
2262075,2262140
2262733,2262840
2263031,2263093
2264951,2265112
2265323,2265538
2266081,2266254
2267106,2267165
2268279,2268359
2268583,2268657
2269733,2269783
2270348,2270458
2272144,2272245
2273071,2273262
2275343,2275441
2278560,2278634
2279124,2279219
2280319,2280444
2281364,2281468
2281815,2281865
2282583,2282633
2283062,2283127
2285433,2285561
2286724,2286810
2287503,2288513
2289515,2289571
2289983,2290069
2291105,2291200
2294036,2294098
2295184,2295279
2295345,2295422
2296358,2296435
2297338,2297679
2298097,2298210
2298776,2298940
2300412,2300471
2300622,2300735
2300842,2300895
2301330,2301380
2301826,2301882
2302593,2303021
2303103,2303201
2304680,2304835
2305167,2305217
2305632,2305994
2306177,2306716
2306821,2307714
2307913,2308104
2308439,2308549
2308840,2308905
2309283,2309366
2310653,2310874
2311235,2311381
2312075,2312137
2312318,2312404
2314680,2314820
2315182,2315277
2316520,2316645
2317197,2317262
2317564,2317620
2318911,2319036
2319386,2319529
2320826,2320906
2321200,2321775
2321826,2321951
2322145,2323335
2323920,2324009
2324548,2325408
2325642,2327402
2327444,2327503
2327854,2328330
2328460,2328513
2328719,2328796
2328843,2329571
2329668,2330921
2331008,2331079
2331146,2331502
2331673,2331741
2332265,2332363
2333631,2333696
2333821,2333898
2333994,2334569
2334755,2334820
2335334,2335390
2335433,2335534
2336461,2336538
2337765,2338406
2339119,2339418
2339603,2339662
2340262,2341071
2341148,2341789
2341862,2343013
2343858,2345150
2345414,2345476
2346919,2347017
2348287,2348340
2349508,2350320
2350488,2350541
2351248,2351331
2351863,2351931
2352402,2352494
2354679,2354756
2356296,2356400
2356710,2356781
2357020,2357145
2357208,2357363
2357832,2357945
2358184,2358366
2358430,2358567
2358893,2358949
2360426,2360713
2361275,2361376
2361897,2362274
2364055,2364117
2364629,2364691
2364863,2364970
2367064,2367312
2367776,2367832
2369768,2369962
2370634,2370741
2371142,2371219
2371799,2371921
2376567,2376683
2377554,2377703
2378184,2378270
2378980,2379048
2379526,2379663
2382207,2382296
2383528,2383578
2384788,2384931
2386471,2386548
2386937,2387089
2387314,2387397
2389145,2389267
2391843,2391902
2392091,2392147
2394132,2394242
2394486,2394761
2396516,2396719
2397285,2397491
2398017,2398091
2398670,2399161
2399542,2400243
2400328,2400384
2400438,2400944
2400987,2402366
2402693,2402833
2403105,2403212
2404274,2404354
2404431,2404481
2404541,2404597
2404749,2404850
2405039,2405113
2406595,2406696
2407128,2408453
2409272,2409346
2410036,2410098
2410450,2410560
2411152,2411238
2411283,2411354
2411465,2411524
2411621,2411758
2411934,2412188
2412259,2412354
2412788,2412850
2413351,2413422
2413551,2413697
2414308,2414436
2415413,2415469
2417841,2417993
2418854,2418946
2419156,2419770
2421854,2422063
2424583,2424636
2424821,2424874
2427211,2427444
2428683,2428946
2431570,2431638
2431688,2433211
2433279,2433353
2433598,2433771
2433948,2434013
2434137,2434268
2436612,2436713
2436819,2436947
2437010,2437264
2437325,2437432
2437586,2437816
2438154,2438207
2439617,2439676
2439836,2439919
2439992,2440084
2440494,2440631
2441131,2441199
2441467,2441706
2442124,2442369
2442665,2442754
2443536,2443586
2443741,2443902
2445248,2445301
2445354,2445425
2446747,2447913
2448052,2449155
2449336,2449410
2449585,2449656
2449728,2449835
2450077,2450271
2450428,2451798
2452210,2452329
2452806,2452901
2453456,2454349
2454673,2454897
2455121,2457103
2457297,2457512
2457647,2457859
2457900,2459336
2459388,2459822
2459921,2460106
2460150,2460683
2461216,2461692
2461857,2463029
2464583,2464663
2465410,2465493
2465627,2466625
2466706,2466810
2466930,2467094
2467703,2467789
2469093,2471915
2472089,2472325
2472438,2472938
2474166,2474240
2476239,2476457
2477469,2478224
2478679,2478735
2479141,2479278
2479324,2479584
2480325,2480528
2481495,2481596
2482119,2482220
2482418,2482480
2482573,2482743
2483077,2483199
2483369,2483452
2483493,2483552
2484198,2484290
2485574,2485639
2486407,2486502
2486602,2486904
2487242,2487325
2487990,2488337
2488511,2488567
2489638,2489772
2490396,2490536
2491345,2491455
2493144,2493254
2494733,2494894
2495093,2495170
2496274,2496495
2497109,2497174
2497411,2497464
2498831,2498881
2500517,2500696
2500816,2500932
2501306,2501470
2501602,2501709
2501958,2502155
2503241,2503321
2503680,2503766
2503931,2504236
2505405,2505467
2505551,2505835
2506437,2506835
2510062,2510235
2510715,2510828
2511455,2511523
2515041,2515307
2517036,2517188
2518956,2519879
2522340,2522411
2522494,2522586
2523218,2523328
2523429,2523506
2523556,2523651
2523742,2523795
2526033,2526089
2526185,2526334
2526499,2526588
2526884,2526937
2527834,2528295
2528696,2528806
2529057,2529173
2530333,2530386
2531744,2531797
2532421,2532510
2534646,2534759
2536330,2536494
2536735,2536794
2536945,2536998
2537098,2537157
2538152,2538235
2538703,2538789
2538886,2539041
2539838,2540173
2540585,2540716
2541671,2541724
2542014,2542610
2544621,2545433
2546167,2546328
2547186,2547341
2547852,2547968
2548306,2548404
2548654,2548719
2549018,2549101
2549237,2549323
2550682,2550759
2550905,2550985
2551646,2551702
2552786,2552860
2556131,2556241
2557262,2557318
2559376,2559537
2560030,2560080
2560450,2560500
2560665,2560781
2561580,2561660
2562038,2562196
2562244,2562315
2562507,2562578
2562876,2562950
2564459,2564527
2564996,2565076
2566091,2566165
2568200,2568253
2568332,2568400
2569575,2569838
2572734,2572787
2574177,2574461
2575161,2575220
2577950,2578039
2578355,2578444
2579148,2579198
2579367,2579675
2580250,2580333
2582367,2582426
2583276,2583344
2583488,2584015
2584280,2584372
2585449,2585505
2585781,2585900
2586004,2586060
2586231,2586299
2590236,2590355
2590422,2590478
2591376,2591435
2591771,2591827
2591899,2591982
2592340,2592546
2592967,2593020
2593622,2593750
2594908,2595543
2595674,2596090
2596266,2597324
2597499,2597552
2597863,2597916
2599306,2599383
2599606,2599770
2600057,2600149
2600750,2600809
2603528,2603653
2605962,2606042
2607188,2607250
2609148,2609204
2609330,2609422
2611171,2611251
2612677,2612874
2613224,2613328
2614002,2614154
2615996,2616055
2617577,2617672
2617833,2617883
2618871,2618924
2618987,2619043
2619538,2619612
2620516,2620584
2626048,2626110
2626892,2626960
2627214,2627273
2627395,2627451
2627697,2627786
2629989,2630111
2630642,2630869
2631048,2631158
2634205,2634285
2634608,2634730
2635142,2635267
2635321,2635464
2635666,2635722
2636158,2636211
2636730,2637920
2639628,2639702
2640984,2641169
2641521,2641580
2641887,2641976
2642311,2642403
2643753,2643938
2643997,2644074
2644506,2644580
2646496,2646558
2648272,2648466
2649075,2649194
2649454,2649534
2650352,2650537
2652547,2652759
2653777,2653854
2654065,2654118
2654392,2654481
2655486,2655554
2655837,2655899
2655942,2656004
2656836,2656949
2657307,2657372
2658229,2658522
2658962,2659039
2659362,2659841
2659902,2660024
2660108,2660158
2661860,2662003
2662322,2662399
2662746,2662862
2662903,2663091
2664503,2664676
2664771,2664827
2664919,2664975
2665248,2665727
2666837,2666911
2669045,2669155
2669666,2669800
2670621,2670677
2671045,2671134
2673163,2673216
2674626,2674685
2674845,2674928
2675001,2675093
2675503,2675640
2676140,2676208
2676476,2676715
2677133,2677378
2677674,2677763
2678864,2679163
2679599,2681125
2682373,2682429
2682850,2682921
2683187,2684056
2684266,2684322
2684970,2685041
2685253,2685306
2685406,2685480
2687196,2687525
2688704,2688781
2689442,2690332
2690655,2690816
2691768,2691830
2692869,2693111
2693187,2693243
2694149,2694241
2694987,2695046
2695333,2695404
2697409,2697471
2698455,2698526
2698741,2698860
2701657,2701866
2702000,2702086
2702467,2702523
2702753,2702815
2703072,2703209
2703304,2703501
2704768,2705007
2705185,2705298
2705501,2705647
2708430,2708543
2708657,2708722
2709223,2709291
2710067,2710165
2710857,2712755
2712822,2712890
2712931,2713365
2713608,2713940
2714088,2714942
2715102,2715164
2715370,2715432
2716964,2717047
2718418,2718783
2719174,2719239
2719436,2719489
2719922,2719975
2721590,2721814
2721891,2721968
2722045,2722095
2722614,2722685
2723256,2723405
2724393,2724674
2726203,2726259
2726586,2726636
2727033,2727086
2728057,2728110
2728895,2729017
2729390,2729488
2729722,2729811
2730814,2730870
2732889,2733038
2733182,2733355
2733605,2733682
2733814,2733873
2733916,2734086
2734457,2734522
2734729,2735076
2735763,2735984
2737456,2737557
2739203,2739262
2739693,2739752
2741131,2741256
2742548,2742631
2742674,2742748
2743211,2743264
2745897,2745953
2746231,2746377
2746423,2746878
2747049,2747414
2747814,2748683
2749402,2749530
2749740,2749823
2750858,2750998
2751736,2751801
2751964,2752026
2752511,2752744
2753576,2753680
2755500,2755751
2756205,2756330
2757606,2757911
2758046,2759353
2759423,2759692
2759999,2760052
2760472,2760534
2762549,2762881
2763552,2763626
2763850,2763915
2764778,2764885
2765246,2765302
2765790,2765849
2766703,2766795
2767380,2767460
2767530,2767580
2767857,2767940
2770205,2770282
2771266,2771316
2771599,2772612
2772730,2773230
2773337,2773387
2774684,2775523
2775644,2776486
2777049,2777117
2778297,2778437
2781071,2781190
2782458,2782508
2782730,2782894
2783125,2783184
2783642,2783728
2784451,2784546
2785331,2785468
2786693,2787061
2787613,2787711
2787793,2787843
2787947,2787997
2788154,2788261
2788509,2788664
2788994,2789086
2790663,2790995
2793235,2793417
2793584,2793646
2794579,2794644
2795417,2796997
2798507,2798572
2798617,2799087
2799794,2799877
2802022,2802090
2802165,2802458
2802537,2802998
2803134,2803193
2803256,2803402
2803447,2803644
2804088,2804147
2805126,2805197
2805416,2807398
2807459,2810107
2811199,2811288
2811631,2811717
2811788,2812921
2813061,2813129
2814512,2814595
2815024,2815074
2815213,2815263
2818100,2818240
2820244,2821587
2822476,2822538
2822865,2822948
2824079,2824651
2825657,2825737
2825880,2825945
2826515,2828236
2828395,2830008
2830272,2830523
2830611,2830661
2830816,2830968
2831028,2831162
2832082,2832198
2832522,2832590
2832669,2832734
2832979,2833062
2833319,2833378
2834446,2834577
2834884,2834940
2836159,2836344
2837579,2837671
2838380,2838439
2839090,2839287
2839497,2839568
2840169,2840264
2840839,2841126
2842395,2843867
2843914,2844216
2845173,2845601
2845655,2846497
2847170,2847280
2847769,2847846
2850620,2852950
2854876,2854968
2858338,2858412
2860659,2860727
2861404,2861523
2861876,2862013
2862066,2862614
2862868,2863035
2863744,2863818
2864894,2864950
2866107,2866163
2866335,2866535
2868489,2868542
2870986,2871054
2871722,2871844
2872457,2872555
2873020,2873301
2874349,2874411
2874594,2874752
2875095,2875169
2875406,2875459
2875897,2875956
2876609,2876731
2876826,2876966
2879089,2879199
2883751,2883801
2884194,2884265
2884571,2884789
2885051,2885125
2886633,2886683
2886779,2886853
2886951,2887082
2887603,2887653
2887923,2888027
2889230,2889343
2889717,2889773
2889872,2889922
2893531,2893623
2894681,2894758
2894811,2894903
2895240,2895320
2895858,2895941
2896241,2897059
2897518,2897700
2898532,2899266
2899542,2899694
2900083,2900142
2900957,2901019
2901188,2901322
2902053,2902136
2903395,2903490
2903794,2903991
2904703,2905080
2906084,2906149
2907153,2909708
2910158,2910232
2912983,2913123
2913179,2913247
2913320,2913769
2914814,2914885
2916285,2916890
2917897,2917983
2918279,2918386
2919059,2919145
2919447,2919674
2922073,2922213
2922889,2923041
2923710,2923916
2927473,2927559
2927714,2927797
2928167,2928325
2930377,2930475
2931516,2931602
2933303,2934715
2934824,2934955
2935638,2935694
2936827,2936883
2936952,2937029
2937908,2937973
2940053,2941033
